19.08.23,롯데,KT,3,3,무승부
19.08.23,한화,SK,2,6,SK
19.08.24,KIA,SK,3,4,SK
19.08.24,KT,LG,8,12,LG
19.08.24,NC,롯데,8,3,NC
19.08.24,두산,한화,13,3,두산
19.08.24,키움,삼성,1,2,삼성
19.08.25,KIA,SK,4,2,KIA
19.08.25,KT,LG,7,3,KT
19.08.25,NC,롯데,4,5,롯데
19.08.25,두산,한화,3,2,두산
19.08.25,키움,삼성,21,8,키움
19.08.27,KT,NC,3,4,NC
19.08.27,LG,롯데,2,1,LG
19.08.27,SK,두산,2,4,두산
19.08.27,삼성,KIA,10,1,삼성
19.08.27,키움,한화,15,0,키움
19.08.28,KT,NC,8,2,KT
19.08.28,LG,롯데,3,4,롯데
19.08.28,SK,두산,2,4,두산
19.08.28,삼성,KIA,1,5,KIA
19.08.28,키움,한화,1,2,한화
19.08.29,KIA,NC,3,4,NC
19.08.29,SK,삼성,4,5,삼성
19.08.29,두산,KT,8,11,KT
19.08.29,롯데,키움,0,4,키움
19.08.30,KIA,NC,8,2,KIA
19.08.30,SK,삼성,2,0,SK
19.08.30,두산,KT,3,1,두산
19.08.30,롯데,키움,2,5,키움
19.08.30,한화,LG,1,0,한화
19.08.31,KT,한화,6,1,KT
19.08.31,LG,SK,6,4,LG
19.08.31,롯데,KIA,2,4,KIA
19.08.31,삼성,두산,3,5,두산
19.08.31,키움,NC,9,3,키움
19.09.01,KT,한화,1,6,한화
19.09.01,LG,SK,6,9,SK
19.09.01,롯데,KIA,2,4,KIA
19.09.01,삼성,두산,1,4,두산
19.09.01,키움,NC,2,4,NC
19.09.03,KIA,한화,6,5,KIA
19.09.03,LG,KT,5,0,LG
19.09.03,NC,SK,1,8,SK
19.09.03,삼성,롯데,5,4,삼성
19.09.03,키움,두산,5,2,키움
19.09.04,KIA,한화,1,0,KIA
19.09.04,삼성,롯데,8,0,삼성
19.09.05,삼성,키움,4,0,삼성
19.09.05,한화,NC,3,0,한화
19.09.06,KIA,KT,2,5,KT
19.09.06,롯데,LG,2,5,LG
19.09.06,삼성,키움,1,6,키움
19.09.06,한화,NC,0,4,NC
19.09.07,NC,삼성,8,2,NC
19.09.07,롯데,한화,1,5,한화
19.09.07,키움,KIA,7,3,키움
19.09.08,NC,삼성,4,9,삼성
19.09.08,SK,KT,0,5,KT
19.09.08,두산,LG,1,2,LG
19.09.08,롯데,한화,12,0,롯데
19.09.08,키움,KIA,13,3,키움
19.09.10,KIA,롯데,4,8,롯데
19.09.10,KT,삼성,2,3,삼성
19.09.10,LG,한화,5,2,LG
19.09.11,KIA,롯데,4,0,KIA
19.09.11,KT,삼성,8,11,삼성
19.09.11,LG,한화,5,9,한화
19.09.11,NC,두산,4,0,NC
19.09.11,키움,SK,4,2,키움
19.09.12,KIA,두산,0,5,두산
19.09.12,LG,키움,2,3,키움
19.09.12,NC,KT,7,4,NC
19.09.12,SK,롯데,2,1,SK
19.09.13,KIA,두산,2,6,두산
19.09.13,LG,키움,4,1,LG
19.09.13,NC,KT,5,2,NC
19.09.13,SK,롯데,0,1,롯데
19.09.13,한화,삼성,5,4,한화
19.09.14,KIA,LG,2,7,LG
19.09.14,두산,SK,6,7,SK
19.09.14,롯데,한화,2,5,한화
19.09.14,삼성,NC,1,7,NC
19.09.14,키움,KT,2,3,KT
19.09.15,KT,SK,8,6,KT
19.09.15,두산,LG,4,10,LG
19.09.15,롯데,한화,7,1,롯데
19.09.15,삼성,NC,1,6,NC
19.09.16,LG,KT,4,2,LG
19.09.16,키움,두산,6,3,키움
19.09.16,한화,삼성,11,1,한화
19.09.17,NC,KIA,2,3,KIA
19.09.17,키움,한화,0,1,한화
19.09.18,LG,삼성,4,3,LG
19.09.18,NC,SK,6,0,NC
19.09.18,롯데,KIA,5,6,KIA
19.09.19,KIA,삼성,2,12,삼성
19.09.19,LG,NC,3,5,NC
19.09.19,두산,SK,6,4,두산
19.09.19,두산,SK,7,3,두산
19.09.20,KIA,두산,2,6,두산
19.09.20,KT,롯데,7,0,KT
19.09.20,삼성,한화,3,5,한화
19.09.20,키움,SK,5,1,키움
19.09.21,KIA,두산,3,5,두산
19.09.21,삼성,KT,6,3,삼성
19.09.22,LG,두산,6,3,LG
19.09.23,KIA,KT,1,2,KT
19.09.23,NC,롯데,6,1,NC
19.09.23,한화,LG,9,1,한화
19.09.24,SK,KT,3,7,KT
19.09.24,두산,NC,7,7,무승부
19.09.24,삼성,LG,4,2,삼성
19.09.24,키움,KIA,0,5,KIA
19.09.25,두산,롯데,7,0,두산
19.09.25,삼성,SK,0,1,SK
19.09.25,한화,NC,3,2,한화
19.09.26,KIA,롯데,3,1,KIA
19.09.26,LG,KT,4,3,LG
19.09.26,두산,삼성,11,0,두산
